"","ticket","date_created","date_resolved","date_updated","Journal","Status","Software.used_1","Software.used_2","Software.used_3","Software.used_4","received","status_change","external","subtask","Resolution","reason1","reason2","reason3","reason4","reason5","reason6","reason7","MCRecommendation","MCRecommendationV2","mc_number_anon"
"9077","AEAREP-849",2020-04-29,2020-06-08,2020-04-29,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",235
"9078","AEAREP-848",2020-04-29,2020-05-25,2020-05-28,"AEJ:Macro","Pending publication",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",348
"9079","AEAREP-848",2020-04-29,2020-05-25,2020-05-27,"AEJ:Macro","Pending openICPSR changes",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",348
"9080","AEAREP-848",2020-04-29,2020-05-25,2020-05-27,"AEJ:Macro","Submitted to MC",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",348
"9081","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","Approved",NA,NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",348
"9082","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","Approved",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",348
"9083","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","Report Under Review",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",348
"9084","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","Writing Report",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",348
"9085","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","Alternate workflow",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9086","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9087","AEAREP-848",2020-04-29,2020-05-25,2020-05-25,"AEJ:Macro","Assigned",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9088","AEAREP-848",2020-04-29,2020-05-25,2020-04-29,"AEJ:Macro","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9089","AEAREP-848",2020-04-29,2020-05-25,2020-04-29,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9090","AEAREP-848",2020-04-29,2020-05-25,2020-04-29,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9091","AEAREP-848",2020-04-29,2020-05-25,2020-04-29,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",348
"9092","AEAREP-847",2020-04-29,2020-05-01,2020-05-29,"AEJ:Applied Economics","Pending publication",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",175
"9093","AEAREP-847",2020-04-29,2020-05-01,2020-05-04,"AEJ:Applied Economics","Submitted to MC",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",175
"9094","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Approved",NA,NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",175
"9095","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Approved",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",175
"9096","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Report Under Review",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",175
"9097","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Writing Report",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",175
"9098","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Alternate workflow",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9099","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9100","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9101","AEAREP-847",2020-04-29,2020-05-01,2020-05-01,"AEJ:Applied Economics","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9102","AEAREP-847",2020-04-29,2020-05-01,2020-04-29,"AEJ:Applied Economics","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9103","AEAREP-847",2020-04-29,2020-05-01,2020-04-29,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9104","AEAREP-847",2020-04-29,2020-05-01,2020-04-29,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",175
"9105","AEAREP-844",2020-04-28,2020-06-02,2020-07-30,"AER:Insights","Done","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,NA,"Data missing","","Conditional Accept",333
"9106","AEAREP-844",2020-04-28,2020-06-02,2020-06-08,"AER:Insights","Submitted to MC","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,NA,"Data missing","","Conditional Accept",333
"9107","AEAREP-844",2020-04-28,2020-06-02,2020-06-02,"AER:Insights","Approved","Stata",NA,NA,NA,"No",NA,"No",NA,"Not able to replicate",NA,NA,NA,NA,NA,NA,"Data missing","","Conditional Accept",333
"9108","AEAREP-844",2020-04-28,2020-06-02,2020-06-02,"AER:Insights","Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,NA,"Data missing","","Conditional Accept",333
"9109","AEAREP-844",2020-04-28,2020-06-02,2020-06-02,"AER:Insights","Report Under Review","Stata",NA,NA,NA,"No","Yes","No",NA,"No data",NA,NA,NA,NA,NA,NA,"Data missing","","",333
"9110","AEAREP-844",2020-04-28,2020-06-02,2020-06-02,"AER:Insights","Writing Report","Stata",NA,NA,NA,"No","Yes","No",NA,"No data",NA,NA,NA,NA,NA,NA,"Data missing","","",333
"9111","AEAREP-844",2020-04-28,2020-06-02,2020-06-01,"AER:Insights","Code review","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9112","AEAREP-844",2020-04-28,2020-06-02,2020-06-01,"AER:Insights","Write Preliminary Report","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9113","AEAREP-844",2020-04-28,2020-06-02,2020-06-01,"AER:Insights","Data","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9114","AEAREP-844",2020-04-28,2020-06-02,2020-06-01,"AER:Insights","Code","Stata",NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9115","AEAREP-844",2020-04-28,2020-06-02,2020-05-28,"AER:Insights","Code","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9116","AEAREP-844",2020-04-28,2020-06-02,2020-05-28,"AER:Insights","In Progress","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9117","AEAREP-844",2020-04-28,2020-06-02,2020-05-12,"AER:Insights","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9118","AEAREP-844",2020-04-28,2020-06-02,2020-05-11,"AER:Insights","Open",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9119","AEAREP-844",2020-04-28,2020-06-02,2020-05-11,"AER:Insights","Blocked",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9120","AEAREP-844",2020-04-28,2020-06-02,2020-04-28,"AER:Insights","Assigned",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9121","AEAREP-844",2020-04-28,2020-06-02,2020-04-28,"AER:Insights","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9122","AEAREP-844",2020-04-28,2020-06-02,2020-04-28,"AER:Insights","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9123","AEAREP-844",2020-04-28,2020-06-02,2020-04-28,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9124","AEAREP-844",2020-04-28,2020-06-02,2020-04-28,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",333
"9125","AEAREP-843",2020-04-28,2020-05-17,2020-05-17,"AEJ:Micro","Pending publication","None",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",179
"9126","AEAREP-843",2020-04-28,2020-05-17,2020-05-17,"AEJ:Micro","Submitted to MC","None",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",179
"9127","AEAREP-843",2020-04-28,2020-05-17,2020-05-17,"AEJ:Micro","Approved","None",NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",179
"9128","AEAREP-843",2020-04-28,2020-05-17,2020-05-17,"AEJ:Micro","Approved","None",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",179
"9129","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","Report Under Review","None",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,NA,NA,"","",179
"9130","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","Writing Report","None",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,NA,NA,"","",179
"9131","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","Verification","None",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9132","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","Write Preliminary Report","None",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9133","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","Data",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9134","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","Code",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9135","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","In Progress",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9136","AEAREP-843",2020-04-28,2020-05-17,2020-05-13,"AEJ:Micro","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9137","AEAREP-843",2020-04-28,2020-05-17,2020-04-28,"AEJ:Micro","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9138","AEAREP-843",2020-04-28,2020-05-17,2020-04-28,"AEJ:Micro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9139","AEAREP-843",2020-04-28,2020-05-17,2020-04-28,"AEJ:Micro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9140","AEAREP-843",2020-04-28,2020-05-17,2020-04-28,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",179
"9141","AEAREP-840",2020-04-28,2020-05-10,2020-08-08,"AEJ:Macro","Done","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","Conditional Accept",93
"9142","AEAREP-840",2020-04-28,2020-05-10,2020-06-08,"AEJ:Macro","Submitted to MC","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","Conditional Accept",93
"9143","AEAREP-840",2020-04-28,2020-05-10,2020-05-22,"AEJ:Macro","Approved","Stata",NA,NA,NA,"No",NA,"No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","Conditional Accept",93
"9144","AEAREP-840",2020-04-28,2020-05-10,2020-05-22,"AEJ:Macro","Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","Conditional Accept",93
"9145","AEAREP-840",2020-04-28,2020-05-10,2020-05-11,"AEJ:Macro","Report Under Review","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","",93
"9146","AEAREP-840",2020-04-28,2020-05-10,2020-05-10,"AEJ:Macro","Writing Report","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","",93
"9147","AEAREP-840",2020-04-28,2020-05-10,2020-05-10,"AEJ:Macro","Verification","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9148","AEAREP-840",2020-04-28,2020-05-10,2020-05-09,"AEJ:Macro","Write Preliminary Report","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9149","AEAREP-840",2020-04-28,2020-05-10,2020-05-07,"AEJ:Macro","Data","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9150","AEAREP-840",2020-04-28,2020-05-10,2020-05-06,"AEJ:Macro","Code","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9151","AEAREP-840",2020-04-28,2020-05-10,2020-05-05,"AEJ:Macro","In Progress","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9152","AEAREP-840",2020-04-28,2020-05-10,2020-05-01,"AEJ:Macro","Assigned","Stata",NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9153","AEAREP-840",2020-04-28,2020-05-10,2020-05-01,"AEJ:Macro","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9154","AEAREP-840",2020-04-28,2020-05-10,2020-05-01,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9155","AEAREP-840",2020-04-28,2020-05-10,2020-04-28,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9156","AEAREP-840",2020-04-28,2020-05-10,2020-04-28,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9157","AEAREP-840",2020-04-28,2020-05-10,2020-04-28,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",93
"9158","AEAREP-839",2020-04-28,2020-07-13,2020-07-13,"AEJ:Economic Policy","Done",NA,NA,NA,NA,"No",NA,"No",NA,"Done",NA,NA,NA,NA,NA,NA,NA,"","",626
"9159","AEAREP-839",2020-04-28,2020-07-13,2020-07-13,"AEJ:Economic Policy","Done",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",626
"9160","AEAREP-839",2020-04-28,2020-07-13,2020-07-13,"AEJ:Economic Policy","Open",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",626
"9161","AEAREP-839",2020-04-28,2020-07-13,2020-04-28,"AEJ:Economic Policy","Blocked",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",626
"9162","AEAREP-839",2020-04-28,2020-07-13,2020-04-28,"AEJ:Economic Policy","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",626
"9163","AEAREP-839",2020-04-28,2020-07-13,2020-04-28,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",626
"9164","AEAREP-839",2020-04-28,2020-07-13,2020-04-28,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",626
"9165","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Pending publication",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",166
"9166","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Submitted to MC",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",166
"9167","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Approved",NA,NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",166
"9168","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Approved",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",166
"9169","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Report Under Review",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept",166
"9170","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Writing Report",NA,NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",166
"9171","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Verification",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9172","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Write Preliminary Report",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9173","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Data",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9174","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Code",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9175","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9176","AEAREP-838",2020-04-28,2020-04-30,2020-04-30,"AEJ:Macro","Assigned",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9177","AEAREP-838",2020-04-28,2020-04-30,2020-04-28,"AEJ:Macro","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9178","AEAREP-838",2020-04-28,2020-04-30,2020-04-28,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9179","AEAREP-838",2020-04-28,2020-04-30,2020-04-28,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9180","AEAREP-838",2020-04-28,2020-04-30,2020-04-28,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",166
"9181","AEAREP-837",2020-04-28,2020-05-11,2020-06-24,"AEJ:Macro","Done","Matlab","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",458
"9182","AEAREP-837",2020-04-28,2020-05-11,2020-05-21,"AEJ:Macro","Submitted to MC","Matlab","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",458
"9183","AEAREP-837",2020-04-28,2020-05-11,2020-05-21,"AEJ:Macro","Approved","Matlab","Stata",NA,NA,"No",NA,"No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",458
"9184","AEAREP-837",2020-04-28,2020-05-11,2020-05-21,"AEJ:Macro","Approved","Matlab","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",458
"9185","AEAREP-837",2020-04-28,2020-05-11,2020-05-18,"AEJ:Macro","Pre-Approved","Matlab","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","",458
"9186","AEAREP-837",2020-04-28,2020-05-11,2020-05-11,"AEJ:Macro","Report Under Review","Matlab","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","",458
"9187","AEAREP-837",2020-04-28,2020-05-11,2020-05-11,"AEJ:Macro","Writing Report","Matlab","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","",458
"9188","AEAREP-837",2020-04-28,2020-05-11,2020-05-09,"AEJ:Macro","Verification","Matlab","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9189","AEAREP-837",2020-04-28,2020-05-11,2020-05-09,"AEJ:Macro","Write Preliminary Report","Matlab","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9190","AEAREP-837",2020-04-28,2020-05-11,2020-05-08,"AEJ:Macro","Data","Matlab","Stata",NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9191","AEAREP-837",2020-04-28,2020-05-11,2020-05-08,"AEJ:Macro","Data","Matlab","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9192","AEAREP-837",2020-04-28,2020-05-11,2020-05-07,"AEJ:Macro","Code","Matlab","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9193","AEAREP-837",2020-04-28,2020-05-11,2020-05-07,"AEJ:Macro","In Progress","Matlab","Stata",NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9194","AEAREP-837",2020-04-28,2020-05-11,2020-05-07,"AEJ:Macro","In Progress","Stata","Matlab",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9195","AEAREP-837",2020-04-28,2020-05-11,2020-05-01,"AEJ:Macro","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9196","AEAREP-837",2020-04-28,2020-05-11,2020-05-01,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9197","AEAREP-837",2020-04-28,2020-05-11,2020-04-28,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9198","AEAREP-837",2020-04-28,2020-05-11,2020-04-28,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9199","AEAREP-837",2020-04-28,2020-05-11,2020-04-28,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",458
"9200","AEAREP-836",2020-04-28,2020-05-14,2020-05-14,"AEJ:Macro","Pending publication","CISER","Excel","Stata",NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available",NA,"","Accept",274
"9201","AEAREP-836",2020-04-28,2020-05-14,2020-05-14,"AEJ:Macro","Submitted to MC","CISER","Excel","Stata",NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available",NA,"","Accept",274
"9202","AEAREP-836",2020-04-28,2020-05-14,2020-05-14,"AEJ:Macro","Approved","CISER","Excel","Stata",NA,"No",NA,"No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available",NA,"","Accept",274
"9203","AEAREP-836",2020-04-28,2020-05-14,2020-05-14,"AEJ:Macro","Approved","CISER","Excel","Stata",NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available",NA,"","Accept",274
"9204","AEAREP-836",2020-04-28,2020-05-14,2020-05-14,"AEJ:Macro","Report Under Review","CISER","Excel","Stata",NA,"No","Yes","No",NA,"Not able to replicate",NA,"Bugs in code",NA,NA,NA,"Data not available",NA,"","",274
"9205","AEAREP-836",2020-04-28,2020-05-14,2020-05-14,"AEJ:Macro","Writing Report","CISER","Excel","Stata",NA,"No","Yes","No",NA,"Not able to replicate",NA,"Bugs in code",NA,NA,NA,"Data not available",NA,"","",274
"9206","AEAREP-836",2020-04-28,2020-05-14,2020-05-11,"AEJ:Macro","Verification","CISER","Excel","Stata",NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",274
"9207","AEAREP-836",2020-04-28,2020-05-14,2020-05-11,"AEJ:Macro","Write Preliminary Report","Stata","Excel","CISER",NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",274
"9208","AEAREP-836",2020-04-28,2020-05-14,2020-05-09,"AEJ:Macro","Data",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",274
"9209","AEAREP-836",2020-04-28,2020-05-14,2020-05-09,"AEJ:Macro","Code",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",274
