"","ticket","date_created","date_resolved","date_updated","Journal","Status","Software.used_1","Software.used_2","Software.used_3","Software.used_4","received","status_change","external","subtask","Resolution","reason1","reason2","reason3","reason4","reason5","reason6","reason7","MCRecommendation","MCRecommendationV2","mc_number_anon"
"4001","AEAREP-1300",2020-08-14,2020-08-17,2020-08-16,"AER","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",582
"4002","AEAREP-1300",2020-08-14,2020-08-17,2020-08-16,"AER","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",582
"4003","AEAREP-1300",2020-08-14,2020-08-17,2020-08-14,"AER","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",582
"4004","AEAREP-1300",2020-08-14,2020-08-17,2020-08-14,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",582
"4005","AEAREP-1300",2020-08-14,2020-08-17,2020-08-14,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",582
"4006","AEAREP-1299",2020-08-12,2020-08-28,2020-12-21,"AER","Done","R","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,NA,NA,"","Conditional Accept",88
"4007","AEAREP-1299",2020-08-12,2020-08-28,2020-08-31,"AER","Submitted to MC","R","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,NA,NA,"","Conditional Accept",88
"4008","AEAREP-1299",2020-08-12,2020-08-28,2020-08-28,"AER","Approved","R","Stata",NA,NA,"No",NA,"No",NA,"Partially replicated",NA,NA,NA,NA,NA,NA,NA,"","Conditional Accept",88
"4009","AEAREP-1299",2020-08-12,2020-08-28,2020-08-28,"AER","Approved","R","Stata",NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,NA,NA,"","Conditional Accept",88
"4010","AEAREP-1299",2020-08-12,2020-08-28,2020-08-26,"AER","Pre-Approved","R","Stata",NA,NA,"No","Yes","No",NA,"Mostly replicated",NA,NA,NA,NA,NA,NA,NA,"","",88
"4011","AEAREP-1299",2020-08-12,2020-08-28,2020-08-24,"AER","Report Under Review","R","Stata",NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",88
"4012","AEAREP-1299",2020-08-12,2020-08-28,2020-08-24,"AER","Writing Report","R","Stata",NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",88
"4013","AEAREP-1299",2020-08-12,2020-08-28,2020-08-24,"AER","Verification","R","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4014","AEAREP-1299",2020-08-12,2020-08-28,2020-08-24,"AER","Write Preliminary Report","R","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4015","AEAREP-1299",2020-08-12,2020-08-28,2020-08-24,"AER","Data","R","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4016","AEAREP-1299",2020-08-12,2020-08-28,2020-08-19,"AER","Code","R","Stata",NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4017","AEAREP-1299",2020-08-12,2020-08-28,2020-08-19,"AER","In Progress","R","Stata",NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4018","AEAREP-1299",2020-08-12,2020-08-28,2020-08-19,"AER","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4019","AEAREP-1299",2020-08-12,2020-08-28,2020-08-13,"AER","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4020","AEAREP-1299",2020-08-12,2020-08-28,2020-08-13,"AER","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4021","AEAREP-1299",2020-08-12,2020-08-28,2020-08-12,"AER","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4022","AEAREP-1299",2020-08-12,2020-08-28,2020-08-12,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4023","AEAREP-1299",2020-08-12,2020-08-28,2020-08-12,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",88
"4024","AEAREP-1298",2020-08-11,2020-08-26,2020-09-07,"JEL","Done","Stata",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",356
"4025","AEAREP-1298",2020-08-11,2020-08-26,2020-09-07,"JEL","Submitted to MC","Stata",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",356
"4026","AEAREP-1298",2020-08-11,2020-08-26,2020-09-03,"JEL","Approved","Stata",NA,NA,NA,"No",NA,"No",NA,"Mostly replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",356
"4027","AEAREP-1298",2020-08-11,2020-08-26,2020-09-03,"JEL","Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","Conditional Accept",356
"4028","AEAREP-1298",2020-08-11,2020-08-26,2020-08-30,"JEL","Pre-Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated","Discrepancy in output","Bugs in code",NA,NA,NA,NA,NA,"","",356
"4029","AEAREP-1298",2020-08-11,2020-08-26,2020-08-27,"JEL","Report Under Review","Stata",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated","Discrepancy in output",NA,NA,NA,NA,NA,NA,"","",356
"4030","AEAREP-1298",2020-08-11,2020-08-26,2020-08-26,"JEL","Writing Report","Stata",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated","Discrepancy in output",NA,NA,NA,NA,NA,NA,"","",356
"4031","AEAREP-1298",2020-08-11,2020-08-26,2020-08-26,"JEL","Verification",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4032","AEAREP-1298",2020-08-11,2020-08-26,2020-08-24,"JEL","Write Preliminary Report",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4033","AEAREP-1298",2020-08-11,2020-08-26,2020-08-24,"JEL","Data",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4034","AEAREP-1298",2020-08-11,2020-08-26,2020-08-24,"JEL","Code",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4035","AEAREP-1298",2020-08-11,2020-08-26,2020-08-13,"JEL","Code",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4036","AEAREP-1298",2020-08-11,2020-08-26,2020-08-13,"JEL","In Progress",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4037","AEAREP-1298",2020-08-11,2020-08-26,2020-08-13,"JEL","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4038","AEAREP-1298",2020-08-11,2020-08-26,2020-08-13,"JEL","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4039","AEAREP-1298",2020-08-11,2020-08-26,2020-08-13,"JEL","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4040","AEAREP-1298",2020-08-11,2020-08-26,2020-08-11,"JEL","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4041","AEAREP-1298",2020-08-11,2020-08-26,2020-08-11,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4042","AEAREP-1298",2020-08-11,2020-08-26,2020-08-11,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",356
"4043","AEAREP-1292",2020-08-11,2020-09-07,2020-09-21,"AER","Done","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",160
"4044","AEAREP-1292",2020-08-11,2020-09-07,2020-09-21,"AER","Submitted to MC","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",160
"4045","AEAREP-1292",2020-08-11,2020-09-07,2020-09-17,"AER","Approved","Stata",NA,NA,NA,"No",NA,"No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",160
"4046","AEAREP-1292",2020-08-11,2020-09-07,2020-09-17,"AER","Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",160
"4047","AEAREP-1292",2020-08-11,2020-09-07,2020-09-14,"AER","Pre-Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available","Data missing","","",160
"4048","AEAREP-1292",2020-08-11,2020-09-07,2020-09-07,"AER","Report Under Review","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","",160
"4049","AEAREP-1292",2020-08-11,2020-09-07,2020-09-07,"AER","Writing Report","Stata",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,NA,"Data not available",NA,"","",160
"4050","AEAREP-1292",2020-08-11,2020-09-07,2020-09-07,"AER","Code review","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4051","AEAREP-1292",2020-08-11,2020-09-07,2020-09-07,"AER","Write Preliminary Report","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4052","AEAREP-1292",2020-08-11,2020-09-07,2020-09-07,"AER","Data",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4053","AEAREP-1292",2020-08-11,2020-09-07,2020-09-07,"AER","Code",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4054","AEAREP-1292",2020-08-11,2020-09-07,2020-09-03,"AER","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4055","AEAREP-1292",2020-08-11,2020-09-07,2020-08-31,"AER","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4056","AEAREP-1292",2020-08-11,2020-09-07,2020-08-31,"AER","Incomplete",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4057","AEAREP-1292",2020-08-11,2020-09-07,2020-08-13,"AER","Waiting for info",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4058","AEAREP-1292",2020-08-11,2020-09-07,2020-08-13,"AER","Incomplete",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4059","AEAREP-1292",2020-08-11,2020-09-07,2020-08-13,"AER","In Progress",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4060","AEAREP-1292",2020-08-11,2020-09-07,2020-08-13,"AER","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4061","AEAREP-1292",2020-08-11,2020-09-07,2020-08-13,"AER","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4062","AEAREP-1292",2020-08-11,2020-09-07,2020-08-11,"AER","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4063","AEAREP-1292",2020-08-11,2020-09-07,2020-08-11,"","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4064","AEAREP-1292",2020-08-11,2020-09-07,2020-08-11,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",160
"4065","AEAREP-1291",2020-08-10,2020-08-17,2020-08-10,"AER","Open",NA,NA,NA,NA,"No",NA,"No","Yes","",NA,NA,NA,NA,NA,NA,NA,"","",51
"4066","AEAREP-1291",2020-08-10,2020-08-17,2020-08-10,"AER","Open",NA,NA,NA,NA,"No",NA,"No","Yes","",NA,NA,NA,NA,NA,NA,NA,"","",51
"4067","AEAREP-1291",2020-08-10,2020-08-17,2020-08-10,"","Open",NA,NA,NA,NA,"Yes",NA,"No","Yes","",NA,NA,NA,NA,NA,NA,NA,"","",51
"4068","AEAREP-1290",2020-08-10,2020-08-20,2020-08-28,"JEL","Pending publication","python",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",543
"4069","AEAREP-1290",2020-08-10,2020-08-20,2020-08-28,"JEL","Submitted to MC","python",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",543
"4070","AEAREP-1290",2020-08-10,2020-08-20,2020-08-26,"JEL","Approved","python",NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",543
"4071","AEAREP-1290",2020-08-10,2020-08-20,2020-08-26,"JEL","Approved","python",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","Accept - with Changes",543
"4072","AEAREP-1290",2020-08-10,2020-08-20,2020-08-25,"JEL","Pre-Approved","python",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",543
"4073","AEAREP-1290",2020-08-10,2020-08-20,2020-08-20,"JEL","Report Under Review","python",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",543
"4074","AEAREP-1290",2020-08-10,2020-08-20,2020-08-20,"JEL","Writing Report","python",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",543
"4075","AEAREP-1290",2020-08-10,2020-08-20,2020-08-20,"JEL","Verification","python",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4076","AEAREP-1290",2020-08-10,2020-08-20,2020-08-17,"JEL","Write Preliminary Report","python",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4077","AEAREP-1290",2020-08-10,2020-08-20,2020-08-17,"JEL","Data","python",NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4078","AEAREP-1290",2020-08-10,2020-08-20,2020-08-17,"JEL","Data","python",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4079","AEAREP-1290",2020-08-10,2020-08-20,2020-08-17,"JEL","Code","python",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4080","AEAREP-1290",2020-08-10,2020-08-20,2020-08-13,"JEL","In Progress","python",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4081","AEAREP-1290",2020-08-10,2020-08-20,2020-08-12,"JEL","Assigned","python",NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4082","AEAREP-1290",2020-08-10,2020-08-20,2020-08-10,"JEP","Assigned","python",NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4083","AEAREP-1290",2020-08-10,2020-08-20,2020-08-10,"JEP","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4084","AEAREP-1290",2020-08-10,2020-08-20,2020-08-10,"JEP","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4085","AEAREP-1290",2020-08-10,2020-08-20,2020-08-10,"JEP","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4086","AEAREP-1290",2020-08-10,2020-08-20,2020-08-10,"JEP","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4087","AEAREP-1290",2020-08-10,2020-08-20,2020-08-10,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",543
"4088","AEAREP-1289",2020-08-07,2020-08-23,2020-11-07,"AEJ:Macro","Done","Fortran",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",438
"4089","AEAREP-1289",2020-08-07,2020-08-23,2020-08-28,"AEJ:Macro","Submitted to MC","Fortran",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",438
"4090","AEAREP-1289",2020-08-07,2020-08-23,2020-08-28,"AEJ:Macro","Approved","Fortran",NA,NA,NA,"No",NA,"No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",438
"4091","AEAREP-1289",2020-08-07,2020-08-23,2020-08-28,"AEJ:Macro","Approved","Fortran",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",438
"4092","AEAREP-1289",2020-08-07,2020-08-23,2020-08-26,"AEJ:Macro","Pre-Approved","Fortran",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","",438
"4093","AEAREP-1289",2020-08-07,2020-08-23,2020-08-23,"AEJ:Macro","Report Under Review","Fortran",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","",438
"4094","AEAREP-1289",2020-08-07,2020-08-23,2020-08-23,"AEJ:Macro","Writing Report","Fortran",NA,NA,NA,"No","Yes","No",NA,"Partially replicated",NA,NA,NA,NA,"Code not functional",NA,NA,"","",438
"4095","AEAREP-1289",2020-08-07,2020-08-23,2020-08-23,"AEJ:Macro","Verification","Fortran",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4096","AEAREP-1289",2020-08-07,2020-08-23,2020-08-20,"AEJ:Macro","Write Preliminary Report","Fortran",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4097","AEAREP-1289",2020-08-07,2020-08-23,2020-08-20,"AEJ:Macro","Data","Fortran",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4098","AEAREP-1289",2020-08-07,2020-08-23,2020-08-20,"AEJ:Macro","Code","Fortran",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4099","AEAREP-1289",2020-08-07,2020-08-23,2020-08-13,"AEJ:Macro","In Progress","Fortran",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4100","AEAREP-1289",2020-08-07,2020-08-23,2020-08-13,"AEJ:Macro","Assigned","Fortran",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4101","AEAREP-1289",2020-08-07,2020-08-23,2020-08-10,"AEJ:Macro","Open","Fortran",NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4102","AEAREP-1289",2020-08-07,2020-08-23,2020-08-10,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4103","AEAREP-1289",2020-08-07,2020-08-23,2020-08-07,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4104","AEAREP-1289",2020-08-07,2020-08-23,2020-08-07,"AEJ:Macro","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4105","AEAREP-1289",2020-08-07,2020-08-23,2020-08-07,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",438
"4106","AEAREP-1287",2020-08-07,2020-08-19,2020-08-26,"AEJ:Economic Policy","Done","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",134
"4107","AEAREP-1287",2020-08-07,2020-08-19,2020-08-24,"AEJ:Economic Policy","Submitted to MC","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",134
"4108","AEAREP-1287",2020-08-07,2020-08-19,2020-08-23,"AEJ:Economic Policy","Approved","Stata",NA,NA,NA,"No",NA,"No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",134
"4109","AEAREP-1287",2020-08-07,2020-08-19,2020-08-23,"AEJ:Economic Policy","Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available","Data missing","","Conditional Accept",134
"4110","AEAREP-1287",2020-08-07,2020-08-19,2020-08-19,"AEJ:Economic Policy","Pre-Approved","Stata",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,NA,"Data not available","Data missing","","",134
"4111","AEAREP-1287",2020-08-07,2020-08-19,2020-08-12,"AEJ:Economic Policy","Report Under Review","Stata",NA,NA,NA,"No","Yes","No",NA,"Data not available",NA,NA,NA,NA,NA,"Data not available",NA,"","",134
"4112","AEAREP-1287",2020-08-07,2020-08-19,2020-08-12,"AEJ:Economic Policy","Writing Report","Stata",NA,NA,NA,"No","Yes","No",NA,"Data not available",NA,NA,NA,NA,NA,"Data not available",NA,"","",134
"4113","AEAREP-1287",2020-08-07,2020-08-19,2020-08-12,"AEJ:Economic Policy","Verification","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4114","AEAREP-1287",2020-08-07,2020-08-19,2020-08-10,"AEJ:Economic Policy","Write Preliminary Report","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4115","AEAREP-1287",2020-08-07,2020-08-19,2020-08-10,"AEJ:Economic Policy","Data","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4116","AEAREP-1287",2020-08-07,2020-08-19,2020-08-10,"AEJ:Economic Policy","Code","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4117","AEAREP-1287",2020-08-07,2020-08-19,2020-08-10,"AEJ:Economic Policy","In Progress","Stata",NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4118","AEAREP-1287",2020-08-07,2020-08-19,2020-08-10,"AEJ:Economic Policy","Assigned",NA,NA,NA,NA,"No","Yes","No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4119","AEAREP-1287",2020-08-07,2020-08-19,2020-08-10,"AEJ:Economic Policy","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4120","AEAREP-1287",2020-08-07,2020-08-19,2020-08-07,"AEJ:Economic Policy","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4121","AEAREP-1287",2020-08-07,2020-08-19,2020-08-07,"AEJ:Economic Policy","Open",NA,NA,NA,NA,"No",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4122","AEAREP-1287",2020-08-07,2020-08-19,2020-08-07,"","Open",NA,NA,NA,NA,"Yes",NA,"No",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",134
"4123","AEAREP-1285",2020-08-06,2020-09-18,2020-09-22,"AEJ:Macro","Submitted to MC","Matlab",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",147
"4124","AEAREP-1285",2020-08-06,2020-09-18,2020-09-18,"AEJ:Macro","Approved","Matlab",NA,NA,NA,"No",NA,"No",NA,"Not able to replicate",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",147
"4125","AEAREP-1285",2020-08-06,2020-09-18,2020-09-18,"AEJ:Macro","Approved","Matlab",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,"Code not functional",NA,NA,"","Conditional Accept",147
"4126","AEAREP-1285",2020-08-06,2020-09-18,2020-09-18,"AEJ:Macro","Pre-Approved","Matlab",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,"Code not functional",NA,NA,"","",147
"4127","AEAREP-1285",2020-08-06,2020-09-18,2020-09-18,"AEJ:Macro","Report Under Review","Matlab",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,"Code not functional",NA,NA,"","",147
"4128","AEAREP-1285",2020-08-06,2020-09-18,2020-09-18,"AEJ:Macro","Writing Report","Matlab",NA,NA,NA,"No","Yes","No",NA,"Not able to replicate",NA,NA,NA,NA,"Code not functional",NA,NA,"","",147
"4129","AEAREP-1285",2020-08-06,2020-09-18,2020-09-07,"AEJ:Macro","Verification","Matlab",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated",NA,NA,NA,NA,NA,NA,NA,"","",147
"4130","AEAREP-1285",2020-08-06,2020-09-18,2020-09-07,"AEJ:Macro","Incomplete","Matlab",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated",NA,NA,NA,NA,NA,NA,NA,"","",147
"4131","AEAREP-1285",2020-08-06,2020-09-18,2020-08-24,"AEJ:Macro","Report Under Review","Matlab",NA,NA,NA,"No","Yes","No",NA,"Mostly replicated",NA,NA,NA,NA,NA,NA,NA,"","",147
"4132","AEAREP-1285",2020-08-06,2020-09-18,2020-08-24,"AEJ:Macro","Writing Report","Matlab",NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",147
"4133","AEAREP-1285",2020-08-06,2020-09-18,2020-08-24,"AEJ:Macro","Writing Report","Matlab",NA,NA,NA,"No",NA,"No",NA,"Replicated",NA,"Bugs in code",NA,NA,NA,NA,NA,"","",147
"4134","AEAREP-1285",2020-08-06,2020-09-18,2020-08-17,"AEJ:Macro","Writing Report","Matlab",NA,NA,NA,"No","Yes","No",NA,"Replicated",NA,NA,NA,NA,NA,NA,NA,"","",147
